session_esm,modified_esm,ended_esm,created_esm,sleep_1,sleep_2,sad,calm,afraid,unrested,enthusiastic,angry,worried,subc_psycho,cheerful,irritated,active,event_pleasantness,homeo_hungry,homeo_craving,homeo_howmuch,homeo_full,eating_1,eating_2,eating_3,eating_4,alcohol,coffee,ple_control,ple_strange,ple_thoughts,ple_suspicion,ple_treatment,ple_perception,ple_thougtscontrol,ple_familiarstrange
GOT2AlFJn7tPwzUnlOvfRc5i5DoGOcdmbU-focDfnGVSYg4qhNTSB1O1KF49Dbl7,2021-04-29T18:04:13Z,2021-04-29T18:04:13Z,2021-04-29T18:02:52Z,NA,NA,1,6,1,1,1,1,1,1,1,1,1,4,1,1,1,4,3,1,3,3,0,0,1,1,1,1,1,1,1,1
2XyZr2A5g-8w3-1clyQShaKaBr2_KLNy8XGzZght5rxRI8fNgQo6nZ34K3-UoMTm,2021-04-29T18:08:43Z,2021-04-29T18:08:43Z,2021-04-29T18:03:08Z,7,8,6,2,6,4,1,4,6,4,2,5,2,3,3,2,3,2,1,2,2,1,0,0,5,3,4,5,5,5,5,5
X84zPsGle086lIwUjPsLfexnwlgApzesFHF-pkTJmI59qdT6ROjdhd0kWIwlYa_d,2021-04-29T18:06:36Z,2021-04-29T18:06:36Z,2021-04-29T18:03:48Z,NA,NA,1,6,1,1,4,1,1,1,5,1,6,6,2,2,2,4,1,4,1,1,0,0,1,1,1,1,1,1,1,1
WvwRkgawiDK_xvE25RP89XLG4PdKuRjxDeH7gBcSDQ5i1Ws2JnkLpR6PuRGdzrHb,2021-04-29T18:05:09Z,2021-04-29T18:05:09Z,2021-04-29T18:04:05Z,NA,NA,2,2,2,3,3,1,3,1,2,3,2,3,3,5,3,3,2,2,1,2,0,0,1,1,1,1,1,1,1,1
c3QV9DlxJpiAScLV2XXT729aBSTXbcP16lBVL9vJgbmwTgteduWI6EpekmuhyGlP,2021-04-29T18:06:32Z,2021-04-29T18:06:32Z,2021-04-29T18:04:55Z,NA,NA,1,5,1,1,4,1,1,1,4,1,4,6,1,1,1,3,2,3,1,1,0,0,1,1,1,1,1,1,2,1
XbldBPXYMfHPJyTohSqTIKZIceo6wYScfzVctDvZz_apmI4zlC5HY2wxeDeF7HIa,2021-04-29T18:07:58Z,2021-04-29T18:07:58Z,2021-04-29T18:06:08Z,NA,NA,1,5,1,1,4,1,1,1,4,1,3,5,1,1,1,4,3,1,3,1,0,0,1,1,1,1,1,1,1,1
XTzvH3CLZyJhLbyZZqNw88N901eVm1shP6UqM5x68TLkVgNPJPF0FSUDUirGFfYF,2021-04-29T18:10:59Z,2021-04-29T18:10:59Z,2021-04-29T18:08:15Z,5,4,3,1,3,3,1,4,6,6,1,6,2,7,2,2,2,3,4,1,1,1,0,0,5,3,1,3,1,1,2,1
pNZPXc2rbZteGhrjKRbgjljZKH3bTqvk0FfqLh0-cL7DZL8HL4IYDNC3KNT5ubfO,2021-04-29T18:09:40Z,2021-04-29T18:09:40Z,2021-04-29T18:08:43Z,NA,NA,1,6,1,1,5,1,1,1,4,1,3,4,3,3,3,1,1,1,1,2,0,0,1,1,1,1,1,1,1,1
IH7cpSPrBrn_E7RYVgslXJHOq_cKuwAjrlCNYbsBKhiI4nDK1PFXXs7SpXnvNZgt,2021-04-29T18:11:15Z,2021-04-29T18:11:15Z,2021-04-29T18:10:15Z,NA,NA,1,4,2,2,5,1,5,5,5,1,5,5,1,1,1,4,1,1,1,2,0,0,4,4,5,6,1,1,1,1
F9ismrMe6C4FGIypz7E-UPEzV_EithnI2jeEAo6ig3d4dl3VuaW3kebAjwK4428a,2021-04-29T18:11:52Z,2021-04-29T18:11:52Z,2021-04-29T18:10:17Z,NA,NA,1,6,1,1,2,1,1,1,4,1,2,7,4,4,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
6lbyoNvlMjy-jLCRlFoYGm6YbJ4uro2t06jbcOfBQq1sLwztdpfnjf4AkQYx-II8,2021-04-29T18:13:17Z,2021-04-29T18:13:17Z,2021-04-29T18:12:19Z,NA,NA,1,6,1,1,5,1,1,1,6,1,6,6,3,3,4,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1
fZPISz_fxTGfnCZibhuD7qh3YGD68Oxpo4NVfBx9cDa7u16glfClvzJ9mm6V5f2N,2021-04-29T18:16:28Z,2021-04-29T18:16:28Z,2021-04-29T18:13:49Z,7,7,2,3,2,1,4,1,3,1,2,1,3,4,2,2,2,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
-aQGolSH0_W0nVz9MTxozVlS4aa1Gd-sUsbVn2sS6KSTkS2liz_c4WS8Zb0IXrHV,2021-04-29T18:26:08Z,2021-04-29T18:26:08Z,2021-04-29T18:24:42Z,NA,NA,1,6,1,1,6,1,1,1,6,1,6,5,1,1,1,4,5,1,3,2,0,1,1,1,1,1,1,1,1,1
ptFuHjR1tx-BvAMWSVsE6UCVdPmU2_cyBdDZe1G9CRPezHxoJG3DQge7c7HowcHA,2021-04-29T18:34:13Z,2021-04-29T18:34:13Z,2021-04-29T18:32:25Z,NA,NA,3,2,2,3,3,3,3,1,3,3,5,4,3,3,3,1,3,2,2,1,0,0,1,1,1,1,1,1,1,1
-X_-r2iWImxvXme_BNn5RXX7SoWVzu83VC8H-R_gMeyE7Tt1LpErE_ZJlO5N46US,2021-04-29T18:37:52Z,2021-04-29T18:37:52Z,2021-04-29T18:35:20Z,NA,NA,1,6,1,1,5,1,1,1,4,1,4,7,2,2,2,3,2,1,2,1,0,0,1,1,1,1,1,1,1,1
rUiRUBi7mi_C6_dXH9BR3PJ3nNE6bRQCorXGSqp90ztbcSGTjcalDneagC9T-l1d,2021-04-29T18:39:27Z,2021-04-29T18:39:27Z,2021-04-29T18:37:34Z,NA,NA,1,5,1,1,5,1,2,1,5,1,3,6,1,1,1,5,3,2,1,1,0,0,1,1,1,1,1,1,1,1
uk4gN9sH2Z-wfAKK8le5mxrVtJXx2utNKHoEcCl1uAv6eJ8ZwUqxPg8lx9kjqIkg,2021-04-29T18:41:28Z,2021-04-29T18:41:28Z,2021-04-29T18:39:31Z,NA,NA,5,2,5,5,2,5,6,4,2,4,2,4,2,2,2,2,1,1,1,1,0,0,3,3,1,5,5,1,1,1
70BaA3m1hK1yJROpb6gYpC5-zYV-2ZvyytUDqSuWI37TgOKCKn-fD0yEgLI5MKQr,2021-04-29T18:42:07Z,2021-04-29T18:42:07Z,2021-04-29T18:40:53Z,NA,NA,1,3,4,3,3,1,5,2,3,1,3,4,2,2,2,4,1,1,1,2,0,0,1,1,1,1,1,1,1,1
6lbyoNvlMjy-jLCRlFoYGm6YbJ4uro2t06jbcOfBQq1sLwztdpfnjf4AkQYx-II8,2021-04-29T20:04:25Z,2021-04-29T20:04:25Z,2021-04-29T20:03:15Z,NA,NA,1,5,1,1,5,1,1,1,5,1,5,6,1,1,3,3,1,1,4,1,0,0,1,1,1,1,1,1,1,1
F9ismrMe6C4FGIypz7E-UPEzV_EithnI2jeEAo6ig3d4dl3VuaW3kebAjwK4428a,2021-04-29T20:04:58Z,2021-04-29T20:04:58Z,2021-04-29T20:03:23Z,NA,NA,3,6,1,1,1,1,1,1,3,1,1,6,1,1,1,5,2,3,2,1,0,0,1,1,1,1,1,1,1,1
uhXrU92gvwciopjyRlH_PPLNGskiRPEQFqj7lammFZg1wgicA6_1LnUxRkwZqQUk,2021-04-29T20:04:28Z,2021-04-29T20:04:28Z,2021-04-29T20:03:24Z,NA,NA,1,4,1,1,3,1,1,1,4,1,3,5,1,1,1,3,3,2,3,1,2,0,1,1,1,1,1,1,1,1
uVWsWt69brVncsdnKKDm3GoKhCLhO1z1qgapZsPFTlcntJvjIkKYa3c4Gi0fFSHK,2021-04-29T20:05:40Z,2021-04-29T20:05:40Z,2021-04-29T20:04:19Z,NA,NA,1,5,1,1,4,1,2,1,4,1,4,5,4,3,3,3,3,1,1,1,0,0,1,1,1,1,1,1,1,1
yQEF6Gu-xuTuEk2HKwT2_gJ93J65z0wzoIrQICQz9M9Q8NzmdXKz2UAyQekjmwVZ,2021-04-29T20:06:54Z,2021-04-29T20:06:54Z,2021-04-29T20:05:21Z,NA,NA,1,6,1,1,6,1,1,1,6,1,5,7,1,1,1,5,3,4,4,1,2,0,1,1,1,1,1,1,1,1
uk4gN9sH2Z-wfAKK8le5mxrVtJXx2utNKHoEcCl1uAv6eJ8ZwUqxPg8lx9kjqIkg,2021-04-29T20:07:33Z,2021-04-29T20:07:33Z,2021-04-29T20:05:58Z,NA,NA,4,3,5,4,3,4,6,4,3,4,3,5,3,3,3,3,1,1,1,1,0,0,2,2,1,5,4,1,1,1
FovqlFceiOLK_51CUuYsTGFDkRb_79Qp9ksWUiAXHsOoqQIG-gqLyW_uqoxrpH8P,2021-04-29T20:08:51Z,2021-04-29T20:08:51Z,2021-04-29T20:06:52Z,NA,NA,6,2,5,2,1,1,4,1,1,1,1,2,1,4,1,5,1,1,1,1,0,0,7,7,1,1,6,1,1,1
kxolsVrX4rJTmHU1HDavccfOuz2GD_eiABFJUgtW6CYVij3qcIRKRiW4TB8eqcqD,2021-04-29T20:08:24Z,2021-04-29T20:08:24Z,2021-04-29T20:07:13Z,NA,NA,1,3,1,1,2,1,3,1,3,1,2,4,1,1,1,5,4,2,3,1,0,0,1,1,1,1,1,1,1,1
-X_-r2iWImxvXme_BNn5RXX7SoWVzu83VC8H-R_gMeyE7Tt1LpErE_ZJlO5N46US,2021-04-29T20:11:03Z,2021-04-29T20:11:03Z,2021-04-29T20:08:37Z,NA,NA,1,6,1,1,4,1,1,1,5,1,3,7,2,3,2,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
1AGMJFM7jS0oBrA6i9AJ91PuXaRFh5McAcK6PorWsnzHqHZWOhET2rZmFuf9rP04,2021-04-29T20:11:21Z,2021-04-29T20:11:21Z,2021-04-29T20:08:49Z,NA,NA,1,5,2,2,3,1,2,1,3,1,2,6,1,1,2,4,3,3,2,3,0,1,2,1,1,1,1,1,1,1
uLdIrCO-7a083HtRi0i3Sj5tjMa2pBsgp263TrLCG0G2y7vitb9zdegFefWvng2T,2021-04-29T20:10:19Z,2021-04-29T20:10:19Z,2021-04-29T20:09:12Z,NA,NA,1,5,1,1,4,1,1,1,4,1,4,5,1,1,1,4,5,1,5,1,0,0,1,1,1,1,1,1,1,1
8Eq98bVUmrt-P7KCHAb-u792mWTJWVhp4LVaAXknGQf8CO65AXtix-Vb248GY1BN,2021-04-29T20:14:18Z,2021-04-29T20:14:18Z,2021-04-29T20:11:24Z,NA,NA,2,5,1,1,3,1,4,1,4,1,3,7,2,3,3,3,1,1,1,1,0,0,2,3,1,1,2,1,4,1
70BaA3m1hK1yJROpb6gYpC5-zYV-2ZvyytUDqSuWI37TgOKCKn-fD0yEgLI5MKQr,2021-04-29T20:14:13Z,2021-04-29T20:14:13Z,2021-04-29T20:12:26Z,NA,NA,1,4,1,1,4,1,3,1,5,1,4,5,1,2,2,4,2,1,4,2,0,0,1,1,1,1,1,1,1,1
IH7cpSPrBrn_E7RYVgslXJHOq_cKuwAjrlCNYbsBKhiI4nDK1PFXXs7SpXnvNZgt,2021-04-29T20:15:43Z,2021-04-29T20:15:43Z,2021-04-29T20:14:05Z,NA,NA,1,5,5,3,4,1,6,5,4,1,2,3,1,1,1,4,1,3,1,2,0,0,6,6,2,6,1,1,1,1
SayNKj-SMGXk_Nn02n0YWAsYXZhjIU8y2ziici1Syk-gb8KIbKaSzbarQi1mky6o,2021-04-29T20:16:55Z,2021-04-29T20:16:55Z,2021-04-29T20:15:32Z,NA,NA,1,4,1,1,3,1,1,1,4,1,3,4,1,1,1,4,1,1,1,1,0,0,1,1,1,1,1,1,1,1
XbldBPXYMfHPJyTohSqTIKZIceo6wYScfzVctDvZz_apmI4zlC5HY2wxeDeF7HIa,2021-04-29T20:17:21Z,2021-04-29T20:17:21Z,2021-04-29T20:15:37Z,NA,NA,1,4,1,1,3,1,1,1,4,1,3,4,1,1,2,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
maxRbFrUiP9VdhahSiH_VsOtAQosNA48fbeJX0g4nAkcrNS91XO2rIS9JAMvUR5N,2021-04-29T20:18:01Z,2021-04-29T20:18:01Z,2021-04-29T20:16:22Z,NA,NA,1,4,1,2,2,1,1,1,1,4,1,2,4,4,4,2,3,1,1,1,0,0,1,1,1,1,1,1,1,1
YeKa1X1Wrz7z9mAkiIyCqdI3AI2SDTJw9dC45WEGn9kxdsVY462TFd6S9WeJrQDB,2021-04-29T20:22:32Z,2021-04-29T20:22:32Z,2021-04-29T20:19:31Z,7,10,1,6,1,1,2,1,1,1,3,1,2,7,4,4,3,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1
XTzvH3CLZyJhLbyZZqNw88N901eVm1shP6UqM5x68TLkVgNPJPF0FSUDUirGFfYF,2021-04-29T20:24:11Z,2021-04-29T20:24:11Z,2021-04-29T20:20:55Z,NA,NA,3,3,3,3,1,2,5,2,1,2,1,3,1,2,2,4,3,3,3,1,0,0,2,2,1,1,1,1,1,1
gWS754drwD0MjNw6H-BK6lSc4EumEvcnK7GC7cCA6V2Gsenup2wVFOuI4e8WYFX3,2021-04-29T20:22:55Z,2021-04-29T20:22:55Z,2021-04-29T20:21:19Z,NA,NA,1,5,1,1,2,1,2,1,2,1,2,3,1,1,2,5,3,3,4,1,0,0,1,1,1,1,1,1,1,1
mjt3h_tgS--AA_epVjH0Z316UU8iyv-QtZ6yF1Y84uyBEONJrFBikXwKWKvxcLsY,2021-04-29T20:22:22Z,2021-04-29T20:22:22Z,2021-04-29T20:21:21Z,NA,NA,1,1,1,1,4,1,2,1,4,2,5,6,1,1,3,3,1,1,1,2,0,0,1,1,1,1,1,1,1,1
ZXy6-W3UxKqK95cydAuqjBsgBVwC7vmWuKNH56mDPBmwEST1ypn4IgjuDubaNumm,2021-04-29T20:24:01Z,2021-04-29T20:24:01Z,2021-04-29T20:22:15Z,NA,NA,1,3,1,1,4,1,2,1,5,1,5,4,1,1,1,5,2,3,4,1,3,0,1,1,1,1,1,1,1,1
7EkG8aa2Vyy-kYFKCUH2sfvsXwSyWrDXCtKcRJC63Cusqfv2ts2r57y9jMooMHvP,2021-04-29T20:32:48Z,2021-04-29T20:32:48Z,2021-04-29T20:22:38Z,NA,NA,3,1,4,2,1,1,4,3,1,1,1,4,1,1,1,5,1,1,1,4,0,0,1,1,1,1,1,1,1,1
pNZPXc2rbZteGhrjKRbgjljZKH3bTqvk0FfqLh0-cL7DZL8HL4IYDNC3KNT5ubfO,2021-04-29T20:28:35Z,2021-04-29T20:28:35Z,2021-04-29T20:27:14Z,NA,NA,1,6,1,2,5,1,1,1,4,1,5,6,1,1,1,3,5,2,3,2,0,0,1,1,1,1,1,1,1,1
cmUKfSj-EPE_XZFzGzS1XAypmpFTcLHBoEfFZk5LUL0gvRS9ZbBcNGIBC2yfwXyM,2021-04-29T20:30:53Z,2021-04-29T20:30:53Z,2021-04-29T20:28:39Z,NA,NA,1,6,1,1,3,1,3,3,2,1,2,4,1,3,2,5,4,1,3,2,0,0,1,1,1,1,1,1,1,1
lZGRwt1j0MFzi5VZ2G5yyoJ-z8h74Bnn_OAB8Y6KKHfLrFiyxtqu7HlOqiN6SKEv,2021-04-29T20:31:33Z,2021-04-29T20:31:33Z,2021-04-29T20:29:13Z,NA,NA,1,4,1,1,3,1,1,1,4,1,3,4,1,1,1,3,3,1,1,1,0,0,1,1,1,1,1,1,1,1
mlggkicJjUdh9XepSzcLkthpinEiwrP4AIWN10Z32yXY3k9EqKI7J8H2yEwItfsT,2021-04-29T20:31:23Z,2021-04-29T20:31:23Z,2021-04-29T20:30:16Z,NA,NA,1,6,1,1,5,1,1,1,6,1,6,7,3,3,1,1,1,2,2,2,6,0,1,1,1,1,1,1,1,1
IUV_-D-61pyHb01mWp0MIhyIhcK1FGm6yEHTjgEGKSDNLmnyCM4lhzfHm02WoJ63,2021-04-29T20:35:19Z,2021-04-29T20:35:19Z,2021-04-29T20:33:56Z,NA,NA,6,2,4,4,3,4,5,2,4,2,2,4,1,1,1,3,2,3,2,1,0,0,2,1,1,1,1,1,1,1
fQvVu1qJBDSarUCY1zxLPvexZA6p6o-muUKSvNkU7uYQklL_f_f_HyY_khqBE2Um,2021-04-29T20:36:07Z,2021-04-29T20:36:07Z,2021-04-29T20:34:52Z,NA,NA,1,4,1,3,4,1,3,1,3,2,3,5,1,1,1,4,2,4,4,2,0,1,1,1,1,1,1,1,1,1
q4QgefuvPxNymG0LfWN19SJJ4c2s1JwjADmYxfOjpVFUIeGsoslvibtRpkEWwAL0,2021-04-29T22:02:42Z,2021-04-29T22:02:42Z,2021-04-29T22:01:28Z,9,5,4,3,1,3,3,6,1,1,1,5,3,1,3,3,4,3,1,1,4,5,3,0,1,1,1,1,1,1,1,1
7ArdTubxkDuC1R9JxPhvCwRJQ6yMKAYrsL3dRXE6XtaLOz-3q__bm4vShwat5s7u,2021-04-29T22:02:51Z,2021-04-29T22:02:51Z,2021-04-29T22:01:42Z,NA,NA,5,3,1,1,1,4,3,4,1,1,1,1,1,1,1,4,1,1,1,1,0,0,3,1,1,2,1,3,1,1
X84zPsGle086lIwUjPsLfexnwlgApzesFHF-pkTJmI59qdT6ROjdhd0kWIwlYa_d,2021-04-29T22:04:02Z,2021-04-29T22:04:02Z,2021-04-29T22:01:51Z,NA,NA,1,6,1,1,4,1,1,1,5,1,3,6,1,1,1,4,4,1,2,1,0,0,1,1,1,1,1,1,1,1
PWPa_g8Cymd_c1oc2tlhAToB-n5iP-KdlEnbB4YVrttH_F6WqMGlS7UxtyO8E_xz,2021-04-29T22:04:15Z,2021-04-29T22:04:15Z,2021-04-29T22:02:22Z,NA,NA,1,5,1,1,3,1,1,1,3,1,3,4,1,1,1,4,3,1,5,1,0,0,1,1,1,1,1,1,1,1
F9ismrMe6C4FGIypz7E-UPEzV_EithnI2jeEAo6ig3d4dl3VuaW3kebAjwK4428a,2021-04-29T22:04:11Z,2021-04-29T22:04:11Z,2021-04-29T22:02:50Z,NA,NA,3,6,1,1,1,1,1,1,2,1,1,6,1,1,1,5,1,2,1,2,0,0,1,1,1,1,1,1,1,1
Lwo0hnhY5nIpzlxu1NB8oDjydpi5S3BlB7n1rfDfGQ60GAbnLuix5B5cm7sb2_Yn,2021-04-29T22:06:08Z,2021-04-29T22:06:08Z,2021-04-29T22:04:38Z,NA,NA,1,5,1,1,3,1,3,1,4,1,3,5,1,1,1,4,3,3,2,1,0,1,1,1,1,1,1,1,1,1
PKiPJmeBT0hrnAIEXXgRCzmcgwvj4FFwY_HfttvIGQPcihixT7P020QmmrCFVDJa,2021-04-29T22:09:35Z,2021-04-29T22:09:35Z,2021-04-29T22:08:18Z,NA,NA,1,4,1,4,4,3,4,1,4,3,5,5,2,3,3,3,1,1,2,1,0,0,1,1,1,1,1,1,1,1
XbldBPXYMfHPJyTohSqTIKZIceo6wYScfzVctDvZz_apmI4zlC5HY2wxeDeF7HIa,2021-04-29T22:13:03Z,2021-04-29T22:13:03Z,2021-04-29T22:10:45Z,NA,NA,1,5,1,1,4,1,1,1,4,1,4,4,2,2,2,3,2,1,1,1,0,0,1,1,1,1,1,1,1,1
ptFuHjR1tx-BvAMWSVsE6UCVdPmU2_cyBdDZe1G9CRPezHxoJG3DQge7c7HowcHA,2021-04-29T22:12:07Z,2021-04-29T22:12:07Z,2021-04-29T22:10:46Z,NA,NA,2,4,2,2,4,1,2,1,4,2,5,4,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
dyaKfOvq1sleNUy2rT9r0ncE0Gnat3pcMMM-a6TpQHz5JCufmSbHMFRypUNbfM9G,2021-04-29T22:12:34Z,2021-04-29T22:12:34Z,2021-04-29T22:11:00Z,7,6,1,4,2,2,4,1,3,2,3,1,3,6,2,2,2,2,1,1,1,1,0,0,3,3,2,2,2,1,1,2
ESSpNK9tpGkSgNLEH86btY6IUN62N-asPQvAzs1Kkl2InPm2gc1GGmnvroiDkROg,2021-04-29T22:12:42Z,2021-04-29T22:12:42Z,2021-04-29T22:11:06Z,NA,NA,1,5,1,1,3,1,3,1,4,1,2,5,1,1,1,3,4,1,1,1,0,0,1,1,1,1,1,1,1,1
g_rgYF2Ox-tRsNVrzExme1UNo8r9oJjVVQZrAJkbJRcQS-xAHtGDlEwwa_jCKx4j,2021-04-29T22:13:39Z,2021-04-29T22:13:39Z,2021-04-29T22:12:14Z,NA,NA,2,4,2,2,4,1,2,2,4,1,3,6,1,1,1,5,5,2,4,1,1,0,1,1,1,1,3,1,1,1
ZXy6-W3UxKqK95cydAuqjBsgBVwC7vmWuKNH56mDPBmwEST1ypn4IgjuDubaNumm,2021-04-29T22:13:36Z,2021-04-29T22:13:36Z,2021-04-29T22:12:20Z,NA,NA,1,2,1,3,5,1,2,2,5,1,5,6,2,1,2,4,2,3,3,1,3,0,1,1,1,1,1,1,1,1
8Eq98bVUmrt-P7KCHAb-u792mWTJWVhp4LVaAXknGQf8CO65AXtix-Vb248GY1BN,2021-04-29T22:15:03Z,2021-04-29T22:15:03Z,2021-04-29T22:12:29Z,NA,NA,2,5,1,1,3,1,4,1,4,1,2,7,2,2,2,3,1,1,1,2,0,0,3,3,2,1,2,1,4,1
IH7cpSPrBrn_E7RYVgslXJHOq_cKuwAjrlCNYbsBKhiI4nDK1PFXXs7SpXnvNZgt,2021-04-29T22:13:59Z,2021-04-29T22:13:59Z,2021-04-29T22:12:58Z,NA,NA,1,6,5,2,4,1,5,5,4,1,4,4,1,1,1,3,1,1,1,1,0,0,4,4,1,6,1,1,1,1
pNZPXc2rbZteGhrjKRbgjljZKH3bTqvk0FfqLh0-cL7DZL8HL4IYDNC3KNT5ubfO,2021-04-29T22:16:35Z,2021-04-29T22:16:35Z,2021-04-29T22:14:44Z,NA,NA,1,6,1,1,2,1,1,1,5,1,1,6,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
m8wpJeaKo2VJWCk3RdXL7E_NA4l1wRu6H8BWZF61I6zOnfRVbcYNRY1e6xJrPdyR,2021-04-29T22:23:28Z,2021-04-29T22:23:28Z,2021-04-29T22:17:40Z,NA,NA,1,5,1,2,5,1,2,1,5,1,4,5,2,3,2,3,1,2,1,2,0,0,1,1,1,1,1,1,1,1
mlggkicJjUdh9XepSzcLkthpinEiwrP4AIWN10Z32yXY3k9EqKI7J8H2yEwItfsT,2021-04-29T22:23:36Z,2021-04-29T22:23:36Z,2021-04-29T22:22:37Z,NA,NA,1,5,1,1,4,1,1,1,6,1,4,6,3,2,3,2,1,2,2,2,5,0,1,1,1,1,1,1,1,1
2XyZr2A5g-8w3-1clyQShaKaBr2_KLNy8XGzZght5rxRI8fNgQo6nZ34K3-UoMTm,2021-04-29T22:26:48Z,2021-04-29T22:26:48Z,2021-04-29T22:25:02Z,NA,NA,5,3,5,5,1,2,6,5,1,5,2,3,1,1,1,4,1,2,1,1,1,0,5,4,5,4,5,5,6,3
p0O6Nf34gB3Ycitwmnlls4LoSOkjKHSmCX9oFhYVzwfBPCXvF227OJKi4EqJJSHY,2021-04-29T22:29:14Z,2021-04-29T22:29:14Z,2021-04-29T22:27:53Z,9,7,1,5,1,1,3,1,1,1,3,1,3,5,1,1,1,4,1,1,1,1,0,0,1,1,1,1,1,1,1,1
uhXrU92gvwciopjyRlH_PPLNGskiRPEQFqj7lammFZg1wgicA6_1LnUxRkwZqQUk,2021-04-29T22:32:48Z,2021-04-29T22:32:48Z,2021-04-29T22:31:47Z,NA,NA,1,5,1,1,3,1,1,1,3,1,3,6,1,2,2,2,1,1,1,2,1,0,1,1,1,1,1,1,1,1
hqpbjrc0Dm8WMiPLGXbtouWbv2OEimgBA-LYg_YpVxai092ahpgpybI3vibsy5gh,2021-04-29T22:33:41Z,2021-04-29T22:33:41Z,2021-04-29T22:31:58Z,NA,NA,2,5,1,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
TxYfjMHWJk3-v5ZxX4w9IxFq4YkCrIJPDuM4FntoyQTE8R4K_rGV37Y_8vCqPizk,2021-04-29T22:37:33Z,2021-04-29T22:37:33Z,2021-04-29T22:35:13Z,NA,NA,4,5,1,1,2,1,2,1,2,1,2,4,2,1,2,3,1,1,1,1,0,0,2,2,1,1,1,1,1,1
EFetU8-3DjzROZR-q9IH5zHVYhkZPDvj4KYBWNNGmzen5qlCZfuTh_mX5eeaBf1M,2021-04-29T22:40:27Z,2021-04-29T22:40:27Z,2021-04-29T22:39:00Z,NA,NA,2,5,1,1,4,1,2,1,5,2,5,5,2,2,2,4,1,1,1,1,0,0,1,3,2,1,1,1,3,1
fsx2hjKY4OSOA8A8wTjiXnbCW9KhKdwW7c2ICCW3rIVRgcQ17wnmcTnoB5wmDopx,2021-04-29T22:41:38Z,2021-04-29T22:41:38Z,2021-04-29T22:39:41Z,NA,NA,3,5,2,2,3,1,2,2,4,1,1,4,1,1,1,3,1,1,5,1,0,0,2,4,1,2,1,1,1,1
uVWsWt69brVncsdnKKDm3GoKhCLhO1z1qgapZsPFTlcntJvjIkKYa3c4Gi0fFSHK,2021-04-29T22:41:20Z,2021-04-29T22:41:20Z,2021-04-29T22:40:15Z,NA,NA,2,4,1,2,2,1,2,1,3,1,2,5,2,2,2,3,4,3,3,1,0,0,1,1,1,1,1,1,1,1
mjt3h_tgS--AA_epVjH0Z316UU8iyv-QtZ6yF1Y84uyBEONJrFBikXwKWKvxcLsY,2021-04-29T22:41:32Z,2021-04-29T22:41:32Z,2021-04-29T22:40:36Z,NA,NA,1,5,1,2,3,1,1,1,5,1,5,5,4,5,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
m8wpJeaKo2VJWCk3RdXL7E_NA4l1wRu6H8BWZF61I6zOnfRVbcYNRY1e6xJrPdyR,2021-04-30T08:02:30Z,2021-04-30T08:02:30Z,2021-04-30T08:01:17Z,NA,NA,2,4,1,2,5,3,2,1,4,2,3,5,2,3,2,3,3,1,3,1,0,1,1,1,1,1,1,1,1,1
mjt3h_tgS--AA_epVjH0Z316UU8iyv-QtZ6yF1Y84uyBEONJrFBikXwKWKvxcLsY,2021-04-30T08:02:34Z,2021-04-30T08:02:34Z,2021-04-30T08:01:30Z,NA,NA,1,4,1,1,2,1,3,1,1,1,2,3,1,2,3,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1
zhgSopKA13X6gLhkBvVK3x9Ym7gdDboWQTLCJWIZbcdO2fKyvZAZjtOVnTSTEz22,2021-04-30T08:03:15Z,2021-04-30T08:03:15Z,2021-04-30T08:01:39Z,7,7,4,1,6,6,3,1,6,2,1,1,4,6,1,1,1,1,1,1,1,1,0,0,1,1,1,2,1,1,1,1
p0O6Nf34gB3Ycitwmnlls4LoSOkjKHSmCX9oFhYVzwfBPCXvF227OJKi4EqJJSHY,2021-04-30T08:09:17Z,2021-04-30T08:09:17Z,2021-04-30T08:02:12Z,NA,NA,1,4,1,1,4,1,1,1,4,1,4,4,1,1,2,3,2,2,2,1,0,0,1,1,1,1,1,1,1,1
IH7cpSPrBrn_E7RYVgslXJHOq_cKuwAjrlCNYbsBKhiI4nDK1PFXXs7SpXnvNZgt,2021-04-30T08:04:46Z,2021-04-30T08:04:46Z,2021-04-30T08:03:42Z,NA,NA,1,5,3,3,5,5,5,5,4,3,2,4,1,2,1,1,1,1,1,1,0,0,5,5,5,5,6,1,1,1
rS7Q9jrqirIu6uTQHWqkZ9PRUX2csfL8Jy2jofMaI0GNy8HX9kr3Rcz3r0ZhV74z,2021-04-30T08:06:30Z,2021-04-30T08:06:30Z,2021-04-30T08:05:15Z,7,4,1,2,1,3,5,1,2,1,4,4,6,4,3,4,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
